audio_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
000002.mp3,-0.24994615,0.1320426,0.018046837,-0.07798761,0.1936146,0.08833223,-0.4077368,-0.08772815,0.09175236,-0.26529524,0.099047475,-0.4362119,-0.09556368,-0.013594515,-0.01200814,0.18004662,0.05045914,-0.053425934,-0.13196369,0.04919609,0.37797105,-0.05857419,0.097703405,0.071559995,0.11458771,-0.05578053,-0.26922035,0.19177122,-0.09468399,0.17852424,-0.13639024,-0.050486416
000005.mp3,0.33049446,0.13853663,-0.091512896,0.01558441,0.15950957,-0.07485722,-0.21526095,-0.32666484,0.2584407,-0.24647342,-0.042691857,-0.037331656,-0.022349473,0.11385842,-0.0037444183,0.007364102,0.02282888,0.10289261,-0.13016637,0.045536228,0.38500735,-0.19360062,0.15514213,-0.10243901,-0.3975215,0.24315216,-0.16794121,-0.02572261,0.069257826,-0.024734803,0.018321907,-0.18006931
000010.mp3,-0.032045566,0.078718565,-0.17102724,0.01630846,-0.055242404,0.14823404,-0.27188894,0.058019392,-0.15504512,0.24408212,-0.15191461,0.18022645,0.12510966,-0.11576841,-0.15746307,-0.13244398,0.22034033,-0.10711816,-0.02677104,-0.27399656,0.033372413,-0.2555198,0.1318581,0.011409467,-0.45578426,0.25949603,-0.14686869,0.1454662,0.27606073,0.00405147,-0.088571355,-0.169602
000140.mp3,-0.13346525,0.104154736,0.20143816,-0.010338434,0.147765,0.12084881,0.11535946,-0.05695544,0.055757523,-0.2036482,0.09071701,0.24971819,-0.25998306,-0.30850393,-0.06834251,-0.10715237,-0.2610973,0.305028,0.27418786,0.08443021,0.051338345,-0.30331823,0.2026405,-0.28021187,-0.013399819,-0.07535331,-0.076547496,0.0021268094,0.12428903,0.016724132,0.2859249,0.12896769
000141.mp3,-0.07129116,-0.15135357,-0.08908386,-0.2907258,0.10702464,-0.064287685,-0.25986376,0.32635504,0.022938807,-0.08365536,0.18224105,0.2608358,-0.107329935,-0.060126383,0.101231255,0.19551986,-0.0489141,0.34568083,-0.042938944,0.29280376,-0.10286535,0.0402076,0.21639115,0.24200453,-0.0923643,0.2986053,-0.11045282,0.1087634,0.22847226,-0.10657104,0.07114144,-0.012152548
000148.mp3,0.23795184,4.358123e-06,-0.14702123,-0.038995218,0.10337652,0.28178036,0.12333233,-0.19949187,0.08866543,0.13607365,0.1277862,-0.06748548,0.030070521,-0.045147937,0.08979118,-0.17243326,0.02178308,0.10117342,-0.44452113,-0.33529118,0.10973664,0.02740268,-0.33352718,0.1145714,-0.23820026,0.17632505,-0.13745505,-0.24000192,-0.1563198,-0.12347002,0.15800038,0.017019121
000182.mp3,0.27607265,0.033202868,-0.17370354,0.021810826,-0.20676705,0.40574506,-0.03417449,-0.21846525,-0.06481649,-0.16547073,-0.086827904,0.12365229,-0.12595142,0.14558178,-0.14141975,0.16736247,0.13226862,0.13939747,0.15998264,-0.18906966,-0.23171596,0.032934994,0.00676341,0.13254125,-0.05524065,0.2274577,-0.16215818,-0.055372216,0.24188761,-0.3123503,-0.26638064,-0.120161735
000190.mp3,-0.052641336,-0.30386162,-0.07359793,0.07841107,-0.20133087,-0.06935585,0.076260395,0.21787794,0.0559499,0.13330981,0.039950565,0.17638978,-0.22017215,0.31368688,-0.032614585,0.13501008,-0.059553534,-0.2542616,0.16679184,0.020717438,0.094482474,0.31603247,-0.075916894,0.41091838,-0.21293247,0.25010276,-0.10049716,-0.038249005,-0.08447526,0.17506409,-0.0059920917,0.19438231
000193.mp3,0.24539568,-0.010572299,-0.0060629295,0.20244366,-0.10470532,0.012658822,-0.03357102,0.17090845,-0.17417727,0.20627305,-0.17800039,0.08001212,-0.07323433,0.19523546,-0.111302316,0.121097654,0.14323024,-0.06173511,0.30597565,0.10327982,0.20124555,-0.08631025,-0.20990501,0.09549361,-0.22463457,-0.0637463,0.116988815,0.03315989,-0.15341713,0.2696361,0.35723382,0.39086366
000194.mp3,0.22721541,-0.041303575,-0.14817531,0.16770111,-0.105143346,-0.07785651,-0.28836375,0.21190414,-0.09499954,0.24445784,-0.10788826,0.06639553,0.065307215,0.20464697,0.04198392,0.17282648,-0.057448328,0.0012534823,0.14502214,0.13853371,0.052674547,0.01877531,-0.15086319,0.2535948,-0.1987114,-0.13358808,0.1388528,-0.1002769,-0.00028102432,0.41116813,0.18849662,0.40475202
000197.mp3,-0.06959602,-0.036757678,0.052588426,-0.037710104,-0.26630166,-0.0055227918,0.055460643,-0.0035707753,-0.0050450037,0.25898895,-0.262247,-0.3131161,0.36420754,-0.10172307,0.06619642,0.18948258,0.05801909,0.03670779,0.33111528,-0.050411552,-0.116122104,-0.18926351,0.13762258,0.020066375,-0.0076461094,0.15581283,0.21093631,0.10866313,0.065701544,0.06482537,0.2632207,0.3929424
000200.mp3,0.34338805,-0.060836248,-0.29176995,-0.046887323,-0.1311763,-0.0641914,-0.09397016,-0.1923801,-0.13423216,0.05450081,0.07619464,-0.18428592,0.12552875,0.1120108,-0.017903328,0.18260096,-0.15006438,-0.15002921,-0.09808247,-0.03952896,-0.11241816,-0.11441679,-0.18952061,0.26678732,-0.2168268,-0.14755218,0.121104494,0.24807091,0.06873818,0.4100498,-0.30494997,0.035770517
000203.mp3,-0.15063965,-0.13646747,0.117671944,-0.18920188,0.22250548,-0.26773608,0.29302675,0.023528261,0.18025061,0.06469579,-0.2519713,0.090161934,-0.08459905,-0.022943037,0.07496373,-0.19595365,0.16071403,-0.287838,-0.04285805,0.22171101,-0.14894384,-0.37313342,0.11935181,0.20165046,-0.15510751,0.21874204,-0.27068707,-0.042327963,0.066533595,-0.004135167,-0.09420762,-0.07179254
000204.mp3,-0.20514448,0.032037776,-0.07471178,-0.16702938,-0.26736325,0.31227732,0.23867609,0.50691223,0.021872891,-0.034724623,0.14482915,-0.037009813,0.113277,0.10868389,0.024505394,0.0035978167,0.06700937,0.015299157,0.15111992,-0.0031848631,0.009618834,-0.36508116,-0.071843535,0.0025704687,-0.028124679,0.05500288,-0.2215235,-0.09839197,0.35524294,0.117933445,-0.105781406,-0.105892956
000207.mp3,-0.027122792,-0.16563775,-0.038186297,-0.023140272,0.105158545,-0.09894806,0.02948133,0.11331171,-0.28330427,0.09568823,0.0013329374,0.016424362,-0.20898712,0.07253398,-0.19574237,0.061498117,0.14842083,0.17641103,0.08852664,0.21306863,0.13490686,-0.0072223344,0.09488449,0.0678738,-0.069063425,0.326095,-0.49546573,-0.13982451,-0.22457415,-0.26454276,0.22882573,0.25958613
000210.mp3,0.29393813,-0.0016352674,-0.34579358,0.01844791,0.12848818,-0.0035052148,-0.018642463,-0.014734086,-0.030820591,0.2801222,-0.03759372,0.13476919,0.039485756,-0.08166981,0.15893506,0.031820897,0.21106222,-0.22472681,-0.08874981,0.0842735,-0.06806598,-0.15314236,-0.3820828,0.0061753565,-0.21273656,-0.040005405,0.1064358,0.11253803,-0.08439189,0.434023,-0.28253254,-0.11309093
000211.mp3,-0.07660969,0.004494776,0.14730258,-0.0089758895,-0.052126247,0.07715975,0.19930919,0.20392899,0.21151826,0.099674664,-0.27110547,0.10727384,-0.10185562,0.0474727,0.01050529,0.0122845005,0.25495446,-0.13729073,0.26455936,-0.002077161,-0.074965365,-0.21540397,-0.16892113,0.24432756,-0.39034772,0.055016868,0.2047398,0.14882508,0.03481305,0.44728637,-0.03898867,0.11585271
000212.mp3,-0.25687787,-0.10131327,0.25511527,0.06799528,-0.10400142,0.060636237,0.22209184,0.36264735,0.10197032,-0.26704028,-0.21462779,-0.028820945,0.046762716,-0.2367775,8.462313e-05,0.06227648,-0.042708255,-0.22536807,0.078765884,-0.02660333,0.041847896,-0.15755448,0.007186574,-0.03169501,-0.23494118,-0.13527381,-0.14088278,0.017286973,0.22954421,0.41126072,-0.038697124,-0.25269422
000213.mp3,-0.32555535,0.030960446,-0.077988155,0.41917154,-0.1879729,0.17995772,0.12208447,0.016061265,-0.21596317,0.13181359,-0.34784108,0.17668179,0.036486633,-0.16389102,-0.120476514,0.23015061,0.17569916,-0.08893554,-0.0632158,0.023030784,0.016953176,-0.2831837,0.058990337,-0.08059654,-0.24492931,0.033292286,-0.1393307,0.2259875,0.13488919,0.095329754,-0.09123477,-0.124641605
000255.mp3,0.1413578,0.014178632,-0.25416955,-0.073729694,0.14345631,-0.28552046,-0.3187695,-0.25407735,-0.08479273,0.11365715,-0.016875604,0.12083107,0.18212421,0.08428798,-0.044433076,0.2884514,0.0866751,0.39137462,-0.22866727,0.20392284,-0.22013052,-0.04970497,0.17165403,-0.1151648,0.09880116,-0.02378072,-0.102011226,0.1339253,0.2452169,0.054131635,-2.3359524e-05,-0.17639689
000256.mp3,-0.1578285,-0.043215595,-0.30109167,-0.11335864,0.056703728,-0.1264319,0.039003707,-0.30419362,-0.22586729,0.0005076537,0.3718332,0.1461692,-0.2031828,0.1842739,-0.1470201,-0.00059766736,0.18001838,-0.07331226,-0.15802196,-0.22770871,-0.16080232,-0.2088488,-0.2716778,0.18567608,-0.16177922,0.17782873,-0.22077122,0.042154152,0.0712351,-0.114885874,0.046514474,0.16688745
000368.mp3,0.13992174,-0.03492452,-0.18038704,0.06974669,-0.07772916,-0.06719618,0.20617484,-0.210646,-0.05935725,-0.36454368,0.11774547,0.08392375,0.19790167,0.22947599,-0.23865089,0.20568414,-0.17324239,-0.09396627,-0.06631705,0.009739637,0.08540688,-0.3057466,-0.09984144,-0.13772775,0.11978919,-0.231351,-0.3469461,0.084846266,-0.07765602,0.097659186,0.28728756,-0.1713508
000424.mp3,-0.23223954,0.092245154,-0.09276445,-0.13581638,0.15279146,0.18356328,-0.3575297,0.024605075,-0.43322667,0.01883118,0.062396627,-0.19698496,-0.10460392,0.08664092,0.044976883,-0.06443028,-0.10098351,0.049129847,0.051978927,-0.1478114,0.1541869,0.0014145831,-0.051628996,0.27814576,0.2792288,-0.075437434,0.112945326,-0.2754025,-0.12735786,-0.15623876,-0.24320361,0.23803902
000459.mp3,-0.22879973,-0.16635339,-0.16159141,0.080712266,-0.2780548,-0.23096554,0.14331362,-0.13129675,-0.21840778,0.03313017,0.04684866,0.17664036,0.010926464,-0.09958828,-0.23636718,-0.051622864,-0.06126096,-0.17464232,-0.18315493,-0.14086697,0.063963674,0.080278344,-0.27648053,0.06155909,-0.41364467,0.16168459,-0.3483469,0.10858508,0.080900975,0.16032358,0.15219629,0.06280537
000534.mp3,-0.38173375,0.24951513,-0.14536645,0.020715911,0.27873966,-0.25256816,-0.26165855,0.17055096,-0.09321145,-0.003772261,-0.2254649,0.1756024,-0.008716226,0.08406033,0.27915254,0.11691325,-0.12648165,-0.08194045,-0.1680534,-0.060057838,-0.019606382,-0.06786529,0.21098496,-0.1731394,-0.043538336,-0.06609898,0.20864289,0.0075026117,-0.26692525,-0.14755525,-0.12616967,-0.22243105
000540.mp3,-0.38497463,0.19574867,0.12249988,0.061125834,0.031267527,-0.21311995,0.008144841,0.38299254,-0.21457887,-0.0685165,0.02801619,-0.1461866,0.21191563,0.07497377,0.22220834,0.052075595,-0.07384169,0.071168825,0.10306085,-0.14636497,-0.0724641,-0.171865,0.24404728,-0.42907917,0.08899192,-0.0705867,0.07932849,-0.19930165,-0.025959568,0.0408869,-0.20915988,0.0068690483
000546.mp3,-0.23938932,0.20389651,0.06911465,-0.18178023,-0.014463402,0.011435051,0.033797182,0.3644833,0.10119719,-0.16515498,-0.07012425,0.13172531,0.10113809,0.034041367,-0.10751896,0.3104934,-0.2395893,-0.23081331,-0.009600987,0.04801005,0.075203605,-0.25946596,0.17359573,-0.36961842,-0.07940826,-0.23216523,0.034078944,0.13321097,-0.10782478,0.12525351,-0.19003236,-0.23341216
000574.mp3,-0.1661347,-0.093433954,-0.018279988,-0.01637676,0.23041742,0.021532815,-0.1259652,0.08408136,-0.184766,-0.15572199,0.3415544,-0.25980166,-0.2153704,-0.08706734,-0.2823648,-0.21191105,0.1604137,0.111862764,-0.154675,0.034312814,0.26536357,0.13951421,-0.27743903,0.17768328,0.011256712,-0.15683545,-0.03887214,0.09568653,0.3043214,0.27263945,0.006176025,0.035811365
000602.mp3,-0.14918612,-0.14873943,0.09477935,0.30504596,0.24629919,-0.42027345,0.008378858,0.017352173,-0.22414882,0.21081536,-0.4166608,0.14296891,-0.20670772,-0.18839072,0.24637191,0.08717196,0.04293573,0.016085058,-0.055606764,0.19708762,-0.16951436,-0.19148725,-0.11904287,-0.01702085,-0.09593656,0.1782058,-0.062407937,-0.09416533,-0.004688337,-0.031334057,0.025984144,0.036973774
